1-ORF,2-Gene Name,3-Description,4-Localization,5-Cell morphology,6-Mitochondria morphology,7-YPD,8-SD,9-YPG,10-KO*,11-Short-Categorical result,12-Long-Categorical result,13-Short-% decrease with IAA,14-Long-% decrease with IAA,15-Short-0min-signal,16-Short-0min-StD,17-Short-0min-n,18-Short-30min-signal,19-Short-30min-StD,20-Short-30min-n,21-Long-0h-signal,22-Long-0h-StD,23-Long-0h-n,24-Long-24h-signal,25-Long-24h-StD,26-Long-24h-n,27-Mito Signal,28-Mito StD,29-Mito n,

YLR446W,NGK1,N-acetylglucosamine kinase; GlcNAc kinase that requires a divalent cations and can utilize a broad range of NTPs as phosphoryl donor; phylogenically distinct from known GlcNAc kinases and hexokinases; transcript is upregulated during sporulation and the unfolded protein response; contains a hexokinase-like ATPase domain; NGK1 is not an essential gene,0,Normal,Abnormal,0.965,1.115,0.999,viable ,No Fluorescence detected,No fluorescence detected,Not calculated,Not calculated,146,7,2867,139,7,3140,230,15,3685,172,14,1287,126,12,1279,

YLR047C,FRE8,Protein with sequence similarity to iron/copper reductases; involved in iron homeostasis; deletion mutant has iron deficiency/accumulation growth defects; expression increased in the absence of copper-responsive transcription factor Mac1p,0,Normal,Normal,0.931,1.138,1.098,viable ,No Fluorescence detected,No fluorescence detected,Not calculated,Not calculated,144,7,3842,133,7,1036,214,15,3315,168,15,352,134,15,356,

YLR456W,YLR456W,"Protein of unknown function; predicted to encode a pyridoxal 5'-phosphate synthase based on sequence similarity but purified protein does not possess this activity, nor does it bind flavin mononucleotide (FMN); null mutant displays increased resistance to antifungal agents gliotoxin, cycloheximide and H2O2; YLR456W has a paralog, YPR172W, that arose from the whole genome duplication",0,Normal,Normal,0.998,1.134,0.987,viable ,No Fluorescence detected,No fluorescence detected,Not calculated,Not calculated,141,7,1827,136,7,2836,208,17,3112,170,14,825,130,14,834,

YLR049C,MLO50,Mitochondrial protein of unknown function,0,Normal,Normal,1.023,1.161,0.981,viable ,No Fluorescence detected,No fluorescence detected,Not calculated,Not calculated,146,7,3307,139,8,3294,226,16,3132,169,14,508,136,15,500,

YLR460C,YLR460C,Member of the quinone oxidoreductase family; up-regulated in response to the fungicide mancozeb; possibly up-regulated by iodine,0,Normal,Normal,1.066,1.112,0.929,viable ,No Fluorescence detected,No fluorescence detected,Not calculated,Not calculated,133,7,3415,133,8,3256,214,17,1748,169,14,457,132,14,454,

YLR053C,NRS1,Nitrogen-responsive activator of Start; nuclear microprotein with transcriptional activator activity; bypasses Start arrest in a cln3 bck2 double mutant when overexpressed; interacts with subunits of the SBF complex (Swi4p-Swi6p); induced by nitrogen limitation and rapamycin with peak abundance at Start; proposed to promote the G1/S transition by rewiring the G1/S transcriptional machinery under poor nitrogen conditions upstream of the Whi5-inhibited form of SBF and independent of Cln3 and Bck2,0,Normal,Normal,1.065,1.105,1.015,viable ,No Fluorescence detected,No fluorescence detected,Not calculated,Not calculated,141,6,3582,137,8,2283,229,14,3956,169,15,573,131,16,571,

YML001W,YPT7,"Rab family GTPase; GTP-binding protein of the rab family; required for homotypic fusion event in vacuole inheritance, for endosome-endosome fusion; localizes to sites of contact between the vacuole and mitochondria (vCLAMPs); interacts with the cargo selection/retromer complex for retrograde sorting; similar to mammalian Rab7","cytoplasm,nucleus",Normal,Normal,1.046,1.016,1.102,viable ,No aparent change,No aparent change,Not calculated,Not calculated,141,7,2607,133,7,3183,232,23,2286,169,9,355,138,16,357,

YLR054C,OSW2,Protein of unknown function reputedly involved in spore wall assembly,0,Normal,Normal,1.038,1.082,0.998,viable ,No Fluorescence detected,No fluorescence detected,Not calculated,Not calculated,143,6,3260,139,6,3579,226,15,3324,174,10,828,129,10,815,

YML002W,VRL1,"Putative protein of unknown function; expression induced by heat and by calcium shortage; in many strains, YML002W is continuous with YML003W, and is predicted to encode a single protein of 1090 aa with a full-length VPS9 domain; in strains S288C, W303, and CEN.PK, a single thymine residue is deleted near the 3' end of YML003W at ChrXIII:264337, causing a frameshift and premature stop codon, truncating YML003W",0,Normal,Normal,1.079,1.007,0.97,viable ,No Fluorescence detected,No fluorescence detected,Not calculated,Not calculated,134,5,1134,130,6,1896,200,14,2396,166,13,766,140,21,752,

YLR056W,ERG3,"C-5 sterol desaturase; glycoprotein that catalyzes the introduction of a C-5(6) double bond into episterol, a precursor in ergosterol biosynthesis; transcriptionally down-regulated when ergosterol is in excess; mutants are viable, but cannot grow on non-fermentable carbon sources; substrate of HRD ubiquitin ligase; mutation is functionally complemented by human SC5D",ER,Normal,Abnormal,0.995,0.989,0.829,viable ,Responsive,Responsive,44,72,196,25,2044,154,12,2761,313,62,2053,187,14,759,163,26,770,

YML003W,YML003W,"Truncated 5' end of YML002W; in many strains, YML002W is continuous with YML003W, and is predicted to encode a single protein of 1090 aa with a full-length VPS9 domain; in strains S288C, W303, and CEN.PK, a single thymine residue is deleted near the 3' end of YML003W at ChrXIII:264337, causing a frameshift and premature stop codon, truncating YML003W",0,Normal,Normal,1.095,0.952,0.958,viable ,No Fluorescence detected,No fluorescence detected,Not calculated,Not calculated,133,5,3184,128,5,3758,200,14,2572,165,10,1173,133,16,1211,

YLR070C,XYL2,"Xylitol dehydrogenase; converts xylitol to D-xylulose; expression induced by xylose, even though this pentose sugar is not well utilized by S. cerevisiae; null mutant has cell wall defect",0,Normal,Cell morphology,1.11,0.929,0.946,viable ,No Fluorescence detected,No fluorescence detected,Not calculated,Not calculated,138,5,3389,131,5,3213,205,16,1084,181,14,1034,126,10,1035,

YML006C,GIS4,CAAX box containing protein of unknown function; proposed to be involved in the RAS/cAMP signaling pathway,cytoplasm,Normal,Normal,1.163,0.902,0.972,competitive fitness  decreased ,No Fluorescence detected,No fluorescence detected,Not calculated,Not calculated,143,6,2326,137,6,3261,226,17,3274,170,10,1143,131,12,1140,

YLR073C,RFU1,Protein that inhibits Doa4p deubiquitinating activity; contributes to ubiquitin homeostasis by regulating the conversion of free ubiquitin chains to ubiquitin monomers by Doa4p; GFP-fusion protein localizes to endosomes,endosome,Normal,Normal,1.135,0.9,1.012,viable ,Responsive,Partially responsive,16,22,148,7,2896,141,7,3572,221,17,2531,173,11,789,131,10,789,

YML013W,UBX2,Bridging factor involved in ER-associated protein degradation (ERAD); bridges the cytosolic Cdc48p-Npl1p-Ufd1p ATPase complex and the membrane associated Ssm4p and Hrd1p ubiquitin ligase complexes; contains a UBX (ubiquitin regulatory X) domain and a ubiquitin-associated (UBA) domain; redistributes from the ER to lipid droplets during the diauxic shift and stationary phase; required for the maintenance of lipid homeostasis; required for mitochondrial protein translocation-associated degradation,ER,Normal,Abnormal,0.521,0.666,0.785,competitive fitness  decreased ,No Fluorescence detected,Responsive,Not calculated,Not calculated,150,7,2680,142,7,3327,237,19,3741,182,32,300,142,64,301,

YMR251W-A,HOR7,"Protein of unknown function; overexpression suppresses Ca2+ sensitivity of mutants lacking inositol phosphorylceramide mannosyltransferases Csg1p and Csh1p; transcription is induced under hyperosmotic stress and repressed by alpha factor; HOR7 has a paralog, DDR2, that arose from the whole genome duplication",ER,Normal,Normal,1.061,1.179,1.081,viable ,Responsive,Partially responsive,39,82,168,47,2921,141,25,3539,349,138,3526,181,21,604,131,13,595,

YNR057C,BIO4,"Dethiobiotin synthetase; catalyzes the third step in the biotin biosynthesis pathway; BIO4 is in a cluster of 3 genes (BIO3, BIO4, and BIO5) that mediate biotin synthesis; BIO3 and BIO4 were acquired by horizontal gene transfer (HGT) from bacteria; expression appears to be repressed at low iron levels",0,Normal,Normal,0.962,1.164,1.11,viable ,No Fluorescence detected,No fluorescence detected,Not calculated,Not calculated,143,6,3103,137,6,2280,222,16,3281,175,18,451,135,18,451,

YMR262W,YMR262W,Protein of unknown function; interacts weakly with Knr4p; YMR262W is not an essential gene,0,Normal,Normal,0.994,1.186,0.98,viable ,No Fluorescence detected,No fluorescence detected,Not calculated,Not calculated,132,6,2065,129,6,3035,215,15,2631,173,14,394,128,12,389,

YNR058W,BIO3,"7,8-diamino-pelargonic acid aminotransferase (DAPA); catalyzes the second step in the biotin biosynthesis pathway; BIO3 is in a cluster of 3 genes (BIO3, BIO4, and BIO5) that mediate biotin synthesis; BIO3 and BIO4 were acquired by horizontal gene transfer (HGT) from bacteria",0,Normal,Normal,0.97,1.21,1.013,viable ,No Fluorescence detected,No fluorescence detected,Not calculated,Not calculated,140,6,2166,132,6,3071,217,14,3671,175,16,916,130,13,892,

YMR265C,YMR265C,Putative protein of unknown function,0,Normal,Normal,0.976,1.191,1.042,viable ,No Fluorescence detected,No fluorescence detected,Not calculated,Not calculated,140,6,2893,133,6,3477,212,15,2858,175,14,910,130,12,909,

YNR059W,MNT4,"Putative alpha-1,3-mannosyltransferase; not required for protein O-glycosylation; SWAT-GFP and mCherry fusion proteins localize to the endoplasmic reticulum and vacuole respectively",0,Normal,Normal,0.945,1.16,1.041,viable ,No Fluorescence detected,No fluorescence detected,Not calculated,Not calculated,147,7,2599,142,7,3369,213,16,1978,170,15,1142,129,13,1129,

YMR272W-B,YMR272W-B,"Protein of unknown function; identified by gene-trapping, microarray-based expression analysis, and genome-wide homology searching; SWAT-GFP fusion protein localizes to the endoplasmic reticulum and vacuole, while mCherry fusion localizes to just the vacuole",N/A,Normal,Normal,0.972,1.123,1.114,N/A,No Fluorescence detected,No fluorescence detected,Not calculated,Not calculated,148,7,2695,140,8,3467,208,16,2603,171,16,709,132,16,714,

YNR060W,FRE4,Ferric reductase; reduces a specific subset of siderophore-bound iron prior to uptake by transporters; expression induced by low iron levels,0,Normal,Normal,0.96,1.111,0.979,competitive fitness  decreased ,No Fluorescence detected,No fluorescence detected,Not calculated,Not calculated,145,7,2937,134,8,3432,213,17,2299,166,15,376,139,21,376,

YMR274C,RCE1,Type II CAAX prenyl protease; involved in the proteolysis and maturation of Ras and the a-factor mating pheromone,0,Normal,Normal,1.023,1.151,1.101,competitive fitness  decreased ,No Fluorescence detected,No fluorescence detected,Not calculated,Not calculated,146,7,3945,135,7,1343,214,15,3258,177,13,1254,123,8,1264,

YNR061C,YNR061C,Protein of unknown function; relocalizes from vacuole to cytoplasm upon DNA replication stress,vacuole,Normal,Normal,0.982,1.077,1.019,viable ,No Fluorescence detected,No fluorescence detected,Not calculated,Not calculated,146,7,4032,135,7,1956,216,20,2667,170,13,396,130,14,400,

YMR279C,ATR2,"Putative boron transporter involved in boron efflux and resistance; overexpression mutant but not null mutant displays boron tolerance phenotype; identified as a heat-induced gene in a high-throughout screen; YMR279C is not an essential gene; YMR279C has a paralog, ATR1, that arose from the whole genome duplication",0,Normal,Normal,1.008,1.082,0.949,viable ,No Fluorescence detected,No fluorescence detected,Not calculated,Not calculated,144,6,3552,136,8,1774,214,16,1977,169,16,307,142,27,309,

YNR062C,PUL3,"Putative pulcherrimin transporter; involved in uptake of iron-transporting siderophore, pulcherrimin",0,Normal,Normal,1.03,1.06,1.051,viable ,No Fluorescence detected,No fluorescence detected,Not calculated,Not calculated,145,6,3460,137,7,1979,210,16,1878,169,14,905,132,14,890,

YMR294W,JNM1,"Component of the yeast dynactin complex; consisting of Nip100p, Jnm1p, and Arp1p; required for proper nuclear migration and spindle partitioning during mitotic anaphase B",0,Abnormal,Cell morphology,0.995,0.747,1.023,viable ,No Fluorescence detected,Partially responsive,Not calculated,16,140,6,3216,135,7,923,215,17,2904,181,13,1447,124,10,1455,

YNR063W,PUL4,Putative zinc-cluster transcription factor; involved in utilization of iron-transporting siderophore pulcherrimin,0,Normal,Normal,1.054,0.966,1.026,viable ,No Fluorescence detected,No fluorescence detected,Not calculated,Not calculated,144,5,2384,139,7,2983,216,16,2041,176,11,1174,130,11,1190,

YMR297W,PRC1,"Vacuolar carboxypeptidase Y (proteinase C, CPY); broad-specificity C-terminal exopeptidase involved in non-specific protein degradation in vacuole; involved, along with functional homolog Prc1p, in vacuolar zymogen activation, breakdown of autophagic body, and autophagosome-dependent protein synthesis; role in phytochelatin synthesis; targeted to vacuole via Vps10p-dependent endosomal vacuolar protein sorting pathway; member of serine carboxypeptidase family; N-glycosylated",vacuole,Normal,Normal,1.072,1.047,0.983,viable ,No aparent change,No aparent change,Not calculated,Not calculated,146,7,1178,148,10,2045,237,20,2916,184,14,733,130,10,744,

YNR064C,YNR064C,Epoxide hydrolase; member of the alpha/beta hydrolase fold family; may have a role in detoxification of epoxides,0,Normal,Normal,1.02,1.013,0.972,viable ,No Fluorescence detected,No fluorescence detected,Not calculated,Not calculated,140,5,2770,136,6,538,206,16,2119,170,13,477,136,16,474,

YMR305C,SCW10,"Cell wall protein with similarity to glucanases; may play a role in conjugation during mating based on mutant phenotype and its regulation by Ste12p; SWC10 has a paralog, SCW4, that arose from the whole genome duplication",vacuole,Normal,Normal,1.041,1.004,0.956,viable ,No aparent change,No aparent change,Not calculated,Not calculated,146,10,1783,144,13,2580,230,28,2532,197,25,899,128,10,912,

YNR065C,YNR065C,Protein of unknown function; protein-protein interactions suggest a possible role in actin patch formation; YNR065C is not an essential gene,0,Normal,Normal,1.076,0.966,0.942,viable ,No Fluorescence detected,No fluorescence detected,Not calculated,Not calculated,140,5,1825,138,6,2439,221,15,3661,173,12,872,131,11,864,

YMR306W,FKS3,"Protein involved in spore wall assembly; has similarity to 1,3-beta-D-glucan synthase catalytic subunits Fks1p and Gsc2p; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies",0,Normal,Normal,1.101,0.922,0.968,viable ,No Fluorescence detected,No fluorescence detected,Not calculated,Not calculated,140,6,3145,137,7,3630,211,15,1655,177,11,1015,130,10,1023,

YNR066C,YNR066C,Putative membrane-localized protein of unknown function,0,Normal,Normal,1.129,0.904,0.985,viable ,No Fluorescence detected,No fluorescence detected,Not calculated,Not calculated,144,10,1044,140,9,1651,212,18,2052,171,12,764,135,15,780,

YMR307W,GAS1,"Beta-1,3-glucanosyltransferase required for cell wall assembly; also has role in transcriptional silencing; localizes to cell surface via glycosylphosphatidylinositol (GPI) anchor, also found at nuclear periphery; genetic interactions with histone H3 lysine acetyltransferases GCN5 and SAS3 indicate functions for Gas1p in DNA damage response and cell cycle regulation; protein demonstrates amyloid properties in vivo","ER,mitochondrion,nuclear periphery",Abnormal,Cell morphology,1.087,0.866,0.87,viable ,Responsive,Partially responsive,73,85,403,94,2996,181,28,2315,570,218,3202,208,26,1356,132,18,1357,

YNR067C,DSE4,Daughter cell-specific secreted protein with similarity to glucanases; degrades cell wall from the daughter side causing daughter to separate from mother,vacuole,Normal,Normal,1.174,0.921,1.165,viable ,No aparent change,No aparent change,Not calculated,Not calculated,149,8,1713,145,9,2436,220,17,3541,185,13,1575,123,8,1604,

YMR315W-A,YMR315W-A,Putative protein of unknown function,N/A,Normal,Normal,1.132,0.975,1.167,N/A,No Fluorescence detected,No fluorescence detected,Not calculated,Not calculated,146,7,2608,141,8,3189,223,15,3773,188,12,1653,122,7,1656,

YNR068C,YNR068C,"Putative protein of unknown function; exhibits homology to C-terminal end of Bul1p; expressed as a readthrough product of BSC5, the readthrough locus being termed BUL3; the BUL3 readthrough product is involved in ubiquitin-mediated sorting of plasma membrane proteins and interacts with WW domains of Rsp5p in vitro, but in a functionally different way than the non-readthrough form",0,Normal,Normal,1.097,1.035,1.276,competitive fitness  decreased ,No Fluorescence detected,No fluorescence detected,Not calculated,Not calculated,141,6,2426,133,5,2090,224,14,3907,194,11,1838,121,7,1887,

YLR081W,GAL2,Galactose permease; required for utilization of galactose; also able to transport glucose,0,Normal,Normal,1.03,1.169,1.1,competitive fitness  decreased ,No Fluorescence detected,No fluorescence detected,Not calculated,Not calculated,130,6,3003,129,6,3521,211,14,3696,161,14,493,129,14,496,

YML036W,CGI121,"Component of the EKC/KEOPS complex; EKC/KEOPS complex is required for t6A tRNA modification and telomeric TG1-3 recombination; may have role in transcription; Cgi121p is dispensable for tRNA modification; other complex members are Bud32p, Kae1p, Pcc1p, and Gon7p; ortholog of human TPRKB",0,Normal,Normal,0.553,1.149,0.731,viable ,No Fluorescence detected,No fluorescence detected,Not calculated,Not calculated,141,7,1843,132,6,2800,221,16,2336,177,15,465,145,26,465,

YLR087C,CSF1,Protein with structural similarity to lipid transport protein Vps13p; localizes to multiple membrane contact sites between organelles; role in phospholipid homeostasis and lipidomic adaptation to cold; required for fermentation at low temperature; plays a role in phosphatidylethanolamine metabolism and secretory protein maturation; non-tagged protein is detected in highly purified mitochondria in HTP studies,0,Normal,Normal,1.004,1.195,1.055,viable ,No Fluorescence detected,No fluorescence detected,Not calculated,Not calculated,142,6,2733,138,6,3382,214,15,3281,171,14,444,130,13,435,

YML037C,LFT1,Putative protein of unknown function; binds HEATR5 protein Laa1p; has some characteristics of a transcriptional activator; may be a target of Dbf2p-Mob1p kinase; GFP-fusion protein co-localizes with clathrin-coated vesicles; YML037C is not an essential gene,late Golgi,Normal,Normal,0.955,1.216,1.093,viable ,No Fluorescence detected,No fluorescence detected,Not calculated,Not calculated,144,6,2262,140,6,2612,224,15,3708,171,15,625,128,13,625,

YLR092W,SUL2,"High affinity sulfate permease; sulfate uptake is mediated by specific sulfate transporters Sul1p and Sul2p, which control the concentration of endogenous activated sulfate intermediates",0,Normal,Abnormal,1.003,1.123,0.999,viable ,No Fluorescence detected,No fluorescence detected,Not calculated,Not calculated,139,6,2018,133,7,2886,194,13,2281,156,12,883,138,23,885,

YML042W,CAT2,Carnitine acetyl-CoA transferase; present in both mitochondria and peroxisomes; transfers activated acetyl groups to carnitine to form acetylcarnitine which can be shuttled across membranes,0,Normal,Normal,0.972,1.091,1.041,viable ,No aparent change,No aparent change,Not calculated,Not calculated,139,8,2877,134,8,3501,221,20,3485,174,15,437,132,13,432,

YLR093C,NYV1,v-SNARE component of vacuolar SNARE complex; involved in vesicle fusion; inhibits ATP-dependent Ca(2+) transport activity of Pmc1p in vacuolar membrane; targeted to vacuole via AP-3 pathway,vacuole,Normal,Normal,0.992,1.098,1.032,viable ,No Fluorescence detected,No aparent change,Not calculated,Not calculated,137,8,2341,134,9,3286,220,17,2363,174,16,383,132,14,376,

YML047C,PRM6,"Potassium transporter that mediates K+ influx; activates high-affinity Ca2+ influx system (HACS) during mating pheromone response; expression up-regulated in response to alpha factor; regulated by Ste12p during mating; localized to sites of polarized growth; member of a fungal-specific gene family; PRM6 has a paralog, KCH1, that arose from the whole genome duplication",0,Normal,Normal,0.998,1.073,0.977,viable ,No Fluorescence detected,No fluorescence detected,Not calculated,Not calculated,137,6,1892,131,7,2764,209,14,1395,165,13,298,134,17,300,

YLR097C,HRT3,"Putative SCF-ubiquitin ligase F-box protein; based on both genetic and physical interactions and sequence similarity; identified in association with Cdc53p, Skp1p and Ubi4 in large and small-scale studies",0,Normal,Normal,0.954,1.067,0.97,viable ,No Fluorescence detected,No fluorescence detected,Not calculated,Not calculated,145,6,3665,138,7,2067,212,14,3317,187,12,1632,122,8,1650,

YML048W,GSF2,"Endoplasmic reticulum (ER) localized integral membrane protein; may promote secretion of certain hexose transporters, including Gal2p; involved in glucose-dependent repression",ER,Normal,Normal,0.956,1.104,0.806,viable ,Responsive,Responsive,36,67,152,9,3453,134,7,3835,245,27,3348,172,16,586,138,19,579,

YLR099C,ICT1,"Lysophosphatidic acid acyltransferase; responsible for enhanced phospholipid synthesis during organic solvent stress; null displays increased sensitivity to Calcofluor white; highly expressed during organic solvent stress; ICT1 has a paralog, ECM18, that arose from the whole genome duplication; human ABHD5 can complement ict1 null mutant",0,Normal,Normal,0.995,1.058,1.027,viable ,No Fluorescence detected,No fluorescence detected,Not calculated,Not calculated,138,7,3244,131,7,3502,211,14,1771,168,13,534,132,15,524,

YML050W,AIM32,"2Fe-2S mitochondrial protein involved in redox quality control; may maintain protein redox status by targeting oxidation sensitive cysteine residues; bishistidinyl coordinated, non-Rieske [2Fe-2S] cluster containing thiredoxin-like ferredoxin; forms a functional complex with Osm1p and Erv1p in the IMS; required for assembly of numerous mitochondrial import complexes; essential for anaerobiosis; localizes to the mitochondrial matrix and intermembrane space (IMS); homologous to APD1",0,Normal,Abnormal,1.005,1.044,1.037,viable ,No Fluorescence detected,No fluorescence detected,Not calculated,Not calculated,136,6,3221,133,7,3525,212,13,3976,166,13,610,131,15,600,

YLR104W,LCL2,"Putative protein of unknown function; mutant is deficient in cell wall mannosylphosphate and has long chronological lifespan; genetic interactions suggest a role in ER-associated protein degradation (ERAD); SWAT-GFP fusion protein localizes to the endoplasmic reticulum and vacuole, while mCherry fusion localizes to just the vacuole",0,Normal,Normal,1.034,1.063,1.091,viable ,No Fluorescence detected,No fluorescence detected,Not calculated,Not calculated,141,6,3609,136,7,2282,214,16,2792,164,14,1056,133,14,1052,

YML054C,CYB2,"Cytochrome b2 (L-lactate cytochrome-c oxidoreductase); component of the mitochondrial intermembrane space, required for lactate utilization; expression is repressed by glucose and anaerobic conditions",0,Normal,Normal,1.045,1.047,1.085,viable ,No aparent change,Responsive,Not calculated,17,137,8,3237,133,8,3687,211,15,1807,176,11,1481,129,11,1490,

YLR110C,CCW12,"Cell wall mannoprotein; plays a role in maintenance of newly synthesized areas of cell wall; localizes to periphery of small buds, septum region of larger buds, and shmoo tip; CCW12 has a paralog, YDR134C, that arose from the whole genome duplication",ER,Normal,Normal,1.081,1.032,1.035,viable ,No aparent change,Partially responsive,Not calculated,79,1746,784,1735,1654,749,2693,4342,1560,1583,1023,588,993,137,17,1020,

YML054C-A,YML054C-A,Putative protein of unknown function,N/A,Normal,Normal,1.075,1.026,1.003,N/A,No Fluorescence detected,No fluorescence detected,Not calculated,Not calculated,132,6,1378,127,6,2090,207,16,3155,169,10,1193,127,10,1193,

YLR120C,YPS1,"Aspartic protease; hyperglycosylated member of the yapsin family of proteases, attached to the plasma membrane via a glycosylphosphatidylinositol (GPI) anchor; involved in nutrient limitation-induced cleavage of the extracellular inhibitory domain of signaling mucin Msb2p, resulting in activation of the filamentous growth MAPK pathway; involved with other yapsins in the cell wall integrity response; role in KEX2-independent processing of the alpha factor precursor",ER,Normal,Normal,1.054,0.964,1.023,competitive fitness  decreased ,No Fluorescence detected,No aparent change,Not calculated,Not calculated,144,6,1297,137,7,2182,209,17,2060,169,11,866,135,18,867,

YML055W,SPC2,"Subunit of signal peptidase complex; complex catalyzes cleavage of N-terminal signal sequences of proteins targeted to the secretory pathway; inhibits SRP-independent translocation into the ER with STE24; homologous to mammalian SPC25; other members of the complex are Spc1p, Spc1p, and Sec11p",ER,Normal,Normal,1.089,0.96,0.989,viable ,No Fluorescence detected,No fluorescence detected,Not calculated,Not calculated,142,6,1779,140,7,2711,222,15,3433,167,12,976,128,11,984,

YLR121C,YPS3,Aspartic protease; member of the yapsin family of proteases involved in cell wall growth and maintenance; attached to the plasma membrane via a glycosylphosphatidylinositol (GPI) anchor,mitochondrion,Normal,Normal,1.105,0.932,1.019,viable ,Responsive,Partially responsive,19,17,147,8,3391,138,6,3320,209,17,2338,174,14,1174,131,12,1162,

YML066C,SMA2,Meiosis-specific prospore membrane protein; required to produce bending force necessary for proper assembly of the prospore membrane during sporulation,0,Normal,Cell morphology,1.103,0.888,1.018,viable ,No Fluorescence detected,No fluorescence detected,Not calculated,Not calculated,137,6,1357,132,7,1785,203,16,2176,169,14,782,129,14,776,

YLR125W,YLR125W,Putative protein of unknown function; mutant has decreased Ty3 transposition; YLR125W is not an essential gene,0,Normal,Normal,1.194,0.911,1.134,viable ,No Fluorescence detected,No fluorescence detected,Not calculated,Not calculated,146,6,2932,142,6,3341,206,15,2498,171,12,1089,131,11,1102,

YML068W,ITT1,"Protein that modulates the efficiency of translation termination; interacts with translation release factors eRF1 (Sup45p) and eRF3 (Sup35p) in vitro, contains a zinc finger domain characteristic of the TRIAD class of proteins",0,Normal,Normal,1.183,0.895,1.141,viable ,No Fluorescence detected,No fluorescence detected,Not calculated,Not calculated,143,6,2456,138,7,3012,218,15,3252,161,12,710,133,14,709,

YLR128W,DCN1,Scaffold-type E3 ligase; required for cullin neddylation and ubiquitin ligase activation; contains a ubiquitin-binding domain (UBA) for ubiquitin and Nedd8 (Rub1p) interaction and a PONY domain involved in cullin binding and neddylation,0,Normal,Cell morphology,1.073,0.685,1.21,viable ,No Fluorescence detected,Partially responsive,Not calculated,21,146,7,2656,140,10,3306,221,15,3578,174,12,758,127,12,765,

YMR316C-A,YMR316C-A,Protein of unknown function; SWAT-GFP and mCherry fusion proteins localize to the endoplasmic reticulum; mRNA identified as translated by ribosome profiling data; overlaps the verified gene DIA1/YMR316W,0,Normal,Normal,1.027,1.201,1.075,viable ,No Fluorescence detected,No fluorescence detected,Not calculated,Not calculated,129,6,3206,128,6,3009,211,13,3791,170,13,1455,126,11,1462,

YNR069C,BSC5,Protein of unknown function; shows homology with N-terminal end of Bul1p; ORF exhibits genomic organization compatible with a translational readthrough-dependent mode of expression; readthrough expression includes YNR068C and the locus for this readthrough is termed BUL3; Bul3p is involved in ubiquitin-mediated sorting of plasma membrane proteins; readthrough and shortened forms of Bul3p interact with Rsp5p differently in vitro,0,Normal,Normal,1.059,1.281,1.042,viable ,No Fluorescence detected,No fluorescence detected,Not calculated,Not calculated,130,6,2931,129,6,2733,206,14,3523,173,14,535,129,12,526,

YMR316W,DIA1,Protein of unknown function; involved in invasive and pseudohyphal growth; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm in a punctate pattern,0,Normal,Normal,0.954,1.176,1.059,viable ,No Fluorescence detected,No fluorescence detected,Not calculated,Not calculated,135,5,2921,131,6,3022,215,16,2376,171,15,396,128,13,396,

YNR070W,PDR18,"Transporter of the ATP-binding cassette (ABC) family; role in plasma membrane sterol incorporation; implicated in pleiotropic drug resistance; provides resistance to ethanol stress and contributes to a decreased intracellular accumulation of ethanol; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies",0,Normal,Abnormal,1.01,1.288,0.94,viable ,No Fluorescence detected,No fluorescence detected,Not calculated,Not calculated,142,10,2275,137,10,2745,222,19,1806,196,15,1991,117,6,2007,

YMR317W,YMR317W,Putative protein of unknown function; has some similarity to sialidase from Trypanosoma; YMR317W is not an essential gene,0,Normal,Normal,0.975,1.185,1,viable ,No Fluorescence detected,No fluorescence detected,Not calculated,Not calculated,137,7,2376,132,7,3202,210,15,3014,174,14,1135,123,10,1149,

YNR071C,YNR071C,Putative aldose 1-epimerase,0,Normal,Normal,0.957,1.111,1.033,viable ,No Fluorescence detected,No fluorescence detected,Not calculated,Not calculated,145,6,2998,140,7,3589,208,15,3336,168,14,710,131,14,691,

YMR325W,PAU19,Protein of unknown function; member of the seripauperin multigene family encoded mainly in subtelomeric regions,0,Normal,Cell morphology,1.026,1.049,1.08,N/A,No Fluorescence detected,No fluorescence detected,Not calculated,Not calculated,146,7,3064,139,7,2541,204,15,2812,166,14,1036,128,14,1028,

YNR072W,HXT17,"Putative transmembrane polyol transporter; supports growth on and uptake of mannitol and sorbitol with moderate affinity when overexpressed in a strain deleted for hexose family members; minor hexose transport activity when overexpressed in a similar strain; induced by raffinose and galactose at pH 7.7 versus pH 4.7, repressed by high levels of glucose; HXT17 has a paralog, HXT13, that arose from a segmental duplication",0,Normal,Normal,0.996,1.115,1.036,viable ,No Fluorescence detected,No fluorescence detected,Not calculated,Not calculated,138,9,1339,133,9,2004,215,15,3659,162,14,696,135,18,698,

YNL009W,IDP3,"Peroxisomal NADP-dependent isocitrate dehydrogenase; catalyzes oxidation of isocitrate to alpha-ketoglutarate with the formation of NADP(H+), required for growth on unsaturated fatty acids; IDP3 has a paralog, IDP2, that arose from the whole genome duplication",0,Normal,Normal,0.986,1.107,1,viable ,No Fluorescence detected,No fluorescence detected,Not calculated,Not calculated,143,7,2336,133,7,3262,210,15,3581,180,16,1661,124,10,1656,

